Line Name, Code, English
script|job.kelp-welcome.atShip:3, @25D20F1E, "Now I need you to find out how they interact."
script|job.kelp-welcome.atShip:4, @28D213D7, "{@player}   Interact? What's that mean?"
script|job.kelp-welcome.atShip:5, @27D21244, "{@kevin}    It's a nice way of saying we need to find out which ones eat each other."
script|job.kelp-welcome.atShip:6, @2AD216FD, "{@player}   Yikes. Ok. How do we do that?"
script|job.kelp-welcome.atShip:7, @29D2156A, "{@drJules}  Your ship has a built-in {nameof Experimentation}!"
script|job.kelp-welcome.atShip:14, @2FA89224, "{@drJules}  Head over there to start your next task!"
script|job.kelp-welcome.helpGoToExperimentRoom:0, @495569E8, "{@player} \tNow what?"
script|job.kelp-welcome.helpGoToExperimentRoom:1, @4A556B7B, "{@kevin}\tLet's head to the {nameof Experimentation}."
script|job.kelp-welcome.firstExperiment:2, @8F4E3C37, "{@drJules}  What a lovely old tank! This ship really is ancient, isn't it"
script|job.kelp-welcome.firstExperiment:3, @8E4E3AA4, "Go ahead, take a closer look!"
script|job.kelp-welcome.firstExperiment.2:0, @25A5CD51, "{@drJules}  This is the {h}Observation Tank{/h}."
script|job.kelp-welcome.firstExperiment.2:1, @24A5CBBE, "Use the buttons at the bottom to fill the tank."
script|job.kelp-welcome.firstExperiment.2:2, @23A5CA2B, "Then use the {h}Run{/h} button to start your experiment."
script|job.kelp-welcome.firstExperiment.2:3, @22A5C898, "You'll need to record how the different life forms interact!"
script|job.kelp-welcome.firstCaptureCircle:1, @FE89AC77, "{@kevin}    Whoa!| That urchin's eating something!"
script|job.kelp-welcome.firstCaptureCircle:3, @0089AF9D, "{@kevin}    Whoa!| That sea otter's eating something!"
script|job.kelp-welcome.firstCaptureSuccess:1, @13E0C020, "{@kevin}    Nice one! Looks like {pluralnameof Urchin} eat {pluralnameof GiantKelp}."
script|job.kelp-welcome.firstCaptureSuccess:2, @16E0C4D9, "{$kevin}    Nice one! Looks like {pluralnameof SeaOtter} eat {pluralnameof Urchin}."
script|job.kelp-welcome.firstCaptureSuccess:4, @18E0C7FF, "{@kevin}    That should be recorded in our {item-name}Bestiary{/item-name} now."
script|job.kelp-welcome.firstCaptureCircleExpire:0, @CECC3B83, "{@kevin}    Looks like you missed that one."
script|job.kelp-welcome.firstCaptureCircleExpire:1, @CDCC39F0, "Try to record that behavior when it happens again."
script|job.kelp-welcome.helpFirstExperiment:0, @9FC13720, "{@player}   Ok, now what?"
script|job.kelp-welcome.helpFirstExperiment:2, @A1C13A46, "{@kevin}\tHumans. So impatient."
script|job.kelp-welcome.helpFirstExperiment:3, @A2C13BD9, "Watch the tank and click to record new behaviors."
script|job.kelp-welcome.helpFirstExperiment:4, @A3C13D6C, "We need to find out how these species interact."
script|job.kelp-welcome.helpFirstExperiment:6, @A5C14092, "{@kevin}    You need to set up the tank."
script|job.kelp-welcome.helpFirstExperiment:7, @A6C14225, "You'll need some {nameof SeaOtter}, some {nameof Urchin}, and some {nameof GiantKelp}."
script|job.kelp-welcome.helpFirstExperiment:8, @A7C143B8, "And make sure to use a {nameof WarmKelpForest} environment."
script|job.kelp-welcome.experimentFinished:1, @332FB9D2, "{@drJules}  Excellent work, {player-name}!"
script|job.kelp-welcome.experimentFinished:2, @322FB83F, "Head to your {map-name}Office{/map-name} and use your {h}Computer{/h} to send me your findings."
script|job.kelp-welcome.helpReportBack:0, @8517DFEA, "{@player} \tWhat now?"
script|job.kelp-welcome.helpReportBack:1, @8617E17D, "{@kevin}\tLet's report back to {nameof @drJules}."
script|job.kelp-welcome.helpReportBack:3, @8417DE57, "{@kevin}\tWe should head back to the {map-name}Office{/map-name}."
script|job.kelp-welcome.helpReportBack:5, @8217DB31, "{@kevin}\tReport your findings with the {h}Computer{/h} in front of you."
script|job.kelp-welcome.helpReportBackInArgumentation:0, @F551EAEB, "{@player} \tWhat now?"
script|job.kelp-welcome.helpReportBackInArgumentation:1, @F451E958, "{@kevin}\tLet's tell {nameof @drJules} what we found out."
script|job.kelp-welcome.end:0, @16F98CD1, "{@drJules}\tWonderful! Thank you for your help, {player-name}!"
script|job.kelp-welcome.end:1, @15F98B3E, "{@player}   Easy peasy. I was glad to help."
script|job.kelp-welcome.end:2, @14F989AB, "{@kevin}    Ahem."
script|job.kelp-welcome.end:3, @13F98818, "{@player}   Oh. Uh, Kevin helped too. A little."
script|job.kelp-welcome.end:4, @1AF9931D, "{@drJules}  Don't suppose you'd like another job?"
script|job.kelp-welcome.end:5, @19F9918A, "I've got work available at other research sites."
script|job.kelp-welcome.end:6, @18F98FF7, "You can find them on the {map-name}Job Board{/map-name}!"
KelpStationResponses|partner.responses.kelpStation.diveSite.locked.noJob:0, @29307BF0, "{@kevin}    Hold on, let's take a job first before we dive."
KelpStationResponses|partner.responses.kelpStation.diveSite.locked.hasJob:0, @EC418EA5, "{@kevin}    I don't think our current job requires we dive here."
KelpStationResponses|partner.responses.kelpStation.diveSite.locked.hasJob:1, @EB418D12, "So... let's move on."
JobBoardScripts|jobBoard.partner.tutorial:0, @BC614AF5, "{@drJules}    This is your {map-name}Job Board{/map-name}."
JobBoardScripts|jobBoard.partner.tutorial:1, @BB614962, "Select the job on the left."
JobBoardScripts|jobBoard.partner.tutorial:2, @BA6147CF, "Then accept it on the right!"
ResponsesShip|partner.responses.ship.inside.helm.inspect.kevin.1:0, @75E33FF5, "{@kevin #happy}    I'm impressed. You're pretty good at pretending you know what you're doing."
ResponsesShip|partner.responses.ship.inside.helm.inspect.kevin.1:1, @74E33E62, "{@player}   Thanks. Um.... I think."
ResponsesShip|partner.responses.ship.inside.helm.inspect.kevin.2:0, @D4536450, "{@kevin #narrow}    You know, it's kinda cramped up here."
ResponsesShip|partner.responses.ship.inside.helm.inspect.kevin.2:1, @D55365E3, "{#tired}Maybe you could {wait 0.5}consider|{#happy} expanding this sometime?"
ResponsesShip|partner.responses.ship.inside.helm.inspect.kevin.2:2, @D6536776, "{@player}   Sure. We'll double your fee, and I'll get right on that."
ResponsesShip|partner.responses.ship.inside.helm.inspect.kevin.2:3, @D7536909, "{@kevin}    You know..... now that I'm thinking about it, this isn't bad. It's actually pretty cozy."
ResponsesShip|partner.responses.ship.inside.helm.inspect.kevin.3:0, @CC31B63F, "{@player}   That's Kevin, chilling up in their bulb."
ResponsesShip|partner.responses.ship.inside.helm.inspect.kevin.3:1, @CB31B4AC, "{@kevin}    Yep, that's me!"
ResponsesShip|partner.responses.ship.inside.office.argue:0, @26F5EDF5, "{@kevin}    Let's use the computer when we're ready to talk to the client."
ShopScript|shop.welcome:0, @52E49B8A, "{@merchant} Oh, welcome! I've just opened up shop here."
ShopScript|shop.welcome:1, @53E49D1D, "Ezra at your service!"
ShopScript|shop.welcome:2, @50E49864, "Feel free to browse at your leisure!"
ShopScript|shop.talk.flyingShip:0, @8E10C2C3, "{@kevin}    So this is a flying shop?"
ShopScript|shop.talk.flyingShip:1, @8D10C130, "How'd you manage that?"
ShopScript|shop.talk.flyingShip:2, @9010C5E9, "{@merchant} I have my ways!"
ShopScript|shop.talk.flyingShip:3, @8F10C456, "{@kevin #confused}  ...That's not exactly an answer."
ShopScript|shop.talk.base.1:0, @5729BADE, "{@merchant} See anything you like? Just give it a tap and I'll give you the details."
ShopScript|shop.talk.base.2:0, @92C8792F, "{@merchant} Just let me know if there's anything that catches your eye."
ShopScript|shop.talk.rare.1:0, @692E1777, "{@kevin}    No, seriously, a |flying| shop??"
ShopScript|shop.talk.rare.1:1, @682E15E4, "{@merchant} Why not? Most of my customers roam the ocean. Staying put didn't make sense."
ShopScript|shop.purchaseAttempt.generic:1, @D70041A2, "{@merchant} Ah, you want the {item-name}{$local:itemName|loc}{/item-name}?\nThat'll be {cash}{$local:cashCost}{/cash} and {gears}{$local:gearCost}{/gears}!"
ShopScript|shop.purchaseAttempt.generic:4, @D4003CE9, "{@merchant} Ah, you want the {item-name}{$local:itemName|loc}{/item-name}?\nThat'll be {cash}{$local:cashCost}{/cash}!"
ShopScript|shop.purchaseAttempt.generic:7, @D1003830, "{@merchant} Ah, you want the {item-name}{$local:itemName|loc}{/item-name}?\nThat'll be {gears}{$local:gearCost}{/gears}!"
ShopScript|shop.purchaseAttempt.generic:10, @076738D6, "{@merchant} Ah, you want the {item-name}{$local:itemName|loc}{/item-name}?"
ShopScript|shop.purchaseAttempt.generic:13, @06673743, "{h}Yes!{/h}"
ShopScript|shop.purchaseAttempt.generic:14, @0B673F22, "Yes, but..."
ShopScript|shop.purchaseAttempt.generic:15, @0C6740B5, "Just looking!"
ShopScript|shop.purchaseAttempt.generic.success:1, @7A1599CF, "{@merchant} A fine choice!"
ShopScript|shop.purchaseAttempt.generic.success:3, @7C159CF5, "{@merchant} Good call!"
ShopScript|shop.purchaseAttempt.generic.success:5, @76159383, "{@merchant} It's yours!"
ShopScript|shop.purchaseAttempt.generic.cantAfford:1, @89CC186A, "{@merchant} Oh no, you seem to be light in the wallet."
ShopScript|shop.purchaseAttempt.generic.cantAfford:2, @88CC16D7, "Come back when you have enough?"
ShopScript|shop.purchaseAttempt.generic.refused:0, @2BAA3BA3, "{@merchant} Okay! Well if you find something you want, let me know."
ShopScript|shop.purchaseAttempt.propGuard:0, @5AB8974E, "{@merchant} The {nameof PropGuard}! A wise choice!"
ShopScript|shop.purchaseAttempt.propGuard:1, @5BB898E1, "You don't want your propeller getting tangled up out there when moving through thick vegetation!"
ShopScript|shop.purchaseAttempt.flashlight:0, @D92862C2, "{@merchant} Nice, I see you're looking at the {nameof Flashlight}!"
ShopScript|shop.purchaseAttempt.flashlight:1, @DA286455, "The ocean can get pretty dark out there, and who knows what's hiding in it?"
ShopScript|shop.purchaseAttempt.engine:0, @1A0E4D7E, "{@merchant} I see you're a person of taste! The {nameof Engine} is a very powerful engine!"
ShopScript|shop.purchaseAttempt.engine:1, @1B0E4F11, "With it, you'll be able to move against strong undersea currents!"
ShopScript|shop.purchaseAttempt.hull:0, @30E9C38F, "{@merchant} Oh, you're looking to venture {h}deep{/h}? Then the {nameof Hull} should be your next purchase!"
ShopScript|shop.purchaseAttempt.hull:1, @2FE9C1FC, "With this plating, your sub will be able to withstand much more pressure!"
ShopScript|shop.purchaseAttempt.iceBreaker:0, @670A7F15, "{@merchant} Been wondering when you'd take a look at that! The {nameof Icebreaker} is a powerful drill!"
ShopScript|shop.purchaseAttempt.iceBreaker:2, @650A7BEF, "It can destroy chunks of ice and open passageways for you. A wise choice if you plan on visiting the {nameof ArcticStation}!"
ShopScript|shop.purchaseAttempt.iceBreaker:4, @630A78C9, "It can destroy chunks of ice nd open assageways for you. A wise choice if you're going to explore the chilly waters below us!"
ShopScript|shop.purchaseAttempt.genericCostLine:1, @186661E1, "{@merchant} So, do you want the {item-name}{$local:itemName|loc}{/item-name}?\nIt'll be {cash}{$local:cashCost}{/cash} and {gears}{$local:gearCost}{/gears}!"
ShopScript|shop.purchaseAttempt.genericCostLine:4, @1B66669A, "{@merchant} So, do you want the {item-name}{$local:itemName|loc}{/item-name}?\nIt'll be {cash}{$local:cashCost}{/cash}!"
ShopScript|shop.purchaseAttempt.genericCostLine:7, @1A666507, "{@merchant} So, do you want the {item-name}{$local:itemName|loc}{/item-name}?\nIt'll be {gears}{$local:gearCost}{/gears}!"
ShopScript|shop.purchaseAttempt.genericCostLine:10, @3A2BFC03, "{@merchant} So, do you want the {item-name}{$local:itemName|loc}{/item-name}?"
ShopScript|shop.purchaseAttempt.genericCostLine:13, @3B2BFD96, "{h}Yes!{/h}"
ShopScript|shop.purchaseAttempt.genericCostLine:14, @3E2C024F, "Yes, but..."
ShopScript|shop.purchaseAttempt.genericCostLine:15, @3D2C00BC, "Just looking!"
ShopScript|shop.exit:0, @2181B3FE, "{@merchant} Come again! You know where to find me!"
ShopScript|shop.exit.purchasedSomething:0, @6D3C575F, "{@merchant} Thank you so much for your patronage!"
Act1-script|act1.atKelpStation:3, @090431D3, "{@drJules}  Oh, a visitor! Welcome to my research station."
Act1-script|act1.atKelpStation:4, @0E0439B2, "What a gorgeous old ship!"
Act1-script|act1.atKelpStation:5, @0F043B45, "{@player}   Um, thanks. Still getting used to it."
Act1-script|act1.atKelpStation:6, @0C04368C, "{@kevin}    She doesn't even know where the light switches are."
Act1-script|act1.atKelpStation:7, @0D04381F, "{@player}   Shhhhhh, Kevin."
Act1-script|act1.atKelpStation:8, @12043FFE, "{@drJules}   Who's your jellyfish friend?"
Act1-script|act1.atKelpStation:9, @13044191, "{@player}    Not ""friend,"" exactly. They're my new passenger."
Act1-script|act1.atKelpStation:10, @209F186B, "I'm {player-name}. You're Dr. Kelpurnia, right?"
Act1-script|act1.atKelpStation:11, @1F9F16D8, "{@drJules}  Please, call me Kel."
Act1-script|act1.atKelpStation:12, @229F1B91, "What brings you and your not-friend to my little kelpdom?"
Act1-script|act1.atKelpStation:13, @219F19FE, "{@player}   Well.... I need some cash to pay off my ship."
Act1-script|act1.atKelpStation:14, @249F1EB7, "Kevin heard you might have some jobs up for grabs."
Act1-script|act1.atKelpStation:15, @239F1D24, "{@drJules}  Oh, great! I could use an extra set of hands."
Act1-script|act1.atKelpStation:16, @269F21DD, "Or, you know, tentacles."
Act1-script|act1.atKelpStation:17, @259F204A, "Open your {map-name}Job Board{/map-name} on the dash to get started!"
Act1-script|act1.tutorial:7, @F7E506D0, "Talk to Kevin by clicking the {h}button with the jellyfish{/h} up here."
Act1-script|act1.tutorial:8, @06E51E6D, "They can help if you get stuck!"
CommonDiveSites|commonDiveSite.partner.onScan.probeHackerNotAcquired.1:1, @1E6182DF, "{@kevin}    I don't think we have the necessary equipment for this yet."
CommonDiveSites|commonDiveSite.partner.onScan.probeHackerNotAcquired.2:1, @BC8D176E, "{@kevin}    Looks like we'll need some new equipment if we're going to scan these probes."
PartnerHelp|partner.talk.help.noJob.intro:0, @E2FB989F, "{@player}   So... what are we supposed to be doing?"
PartnerHelp|partner.talk.help.noJob.intro:1, @E1FB970C, "{@kevin}    In case you forgot, we need to make some money."
PartnerHelp|partner.talk.help.noJob.intro:3, @E3FB9A32, "You should check the {map-name}Job Board{/map-name}."
PartnerHelp|partner.talk.help.noJob.intro:5, @DDFB90C0, "Is there anywhere we can see available jobs?"
PartnerHelp|partner.talk.help.noJob.intro:7, @DFFB93E6, "{@player}   Oh, yeah, the {map-name}Job Board{/map-name} is right in front of us!"
PartnerHelp|partner.talk.help.noJob.intro:9, @E9FBA3A4, "{@player}   Oh yeah, we have a {map-name}Job Board{/map-name} in the helm!"
PartnerHelp|partner.talk.help.noJob.notAtHelm:0, @3E1C3FD5, "{@player}   So.... What should we do now?"
PartnerHelp|partner.talk.help.noJob.notAtHelm:1, @3D1C3E42, "{@kevin}    We need to get back to the helm and take a job!"
PartnerHelp|partner.talk.help.noJob.atHelm:0, @792F86D2, "{@player}   Hey Kevin... any thoughts on what we should do next?"
PartnerHelp|partner.talk.help.noJob.atHelm:1, @7A2F8865, "{@kevin}    We should check out the {map-name}Job Board{/map-name}."
PartnerHelp|partner.talk.help.noJob.atJobBoard.someAvailable:0, @5F7E7B4A, "{@player}   Um.... what was I supposed to do?"
PartnerHelp|partner.talk.help.noJob.atJobBoard.someAvailable:1, @607E7CDD, "{@kevin}    Select the job on the left, then accept it on the right!"
PartnerHelp|partner.talk.help.noJob.atJobBoard.someInProgress:0, @6F36B78B, "{@player}   I'm stuck. Anything I'm missing?"
PartnerHelp|partner.talk.help.noJob.atJobBoard.someInProgress:1, @6E36B5F8, "{@kevin}    It looks like there are some jobs you already started."
PartnerHelp|partner.talk.help.noJob.atJobBoard.someInProgress:2, @7136BAB1, "Let's pick one of those back up!"
PartnerHelp|partner.talk.help.noJob.default.1:0, @B8A7FF3D, "{@player}   Kevin, any help?"
PartnerHelp|partner.talk.help.noJob.default.1:1, @B7A7FDAA, "{@kevin}    I'd recommend we see if there are any jobs available."
PartnerHelp|partner.talk.help.noJob.default.2:0, @98548E98, "{@player}   Kevin, any words of wisdom? I'm a bit stuck."
PartnerHelp|partner.talk.help.noJob.default.2:1, @9954902B, "{@kevin}    I wonder if there are any jobs available for us to take..."
PartnerHelp|partner.talk.help.undefined.1:0, @A28F3480, "{@player}       Uh, Kevin? Any idea what I should be doing?"
PartnerHelp|partner.talk.help.undefined.1:2, @A48F37A6, "Oh, well, uh... I don't have anything specific."
PartnerHelp|partner.talk.help.undefined.1:3, @A58F3939, "{#} But I'd look back at what the job-giver had to tell us."
PartnerHelp|partner.talk.help.undefined.1:4, @A68F3ACC, "And maybe check your {item-name}Bestiary{/item-name} too?"
PartnerHelp|partner.talk.help.undefined.1:5, @A78F3C5F, "{@}     (The help system is not yet finished.)"
argumentTest|argumentationTest.testArgument.root:2, @808AF1DF, "{@kevin}    Give me the three facts I'm thinking of..."
argumentTest|argumentationTest.testArgument.choiceBranch:3, @7A8F515F, "Present fact from AQOS"
argumentTest|argumentationTest.testArgument.choiceBranch:7, @768F4B13, "I give up"
argumentTest|argumentationTest.testArgument.giveUp:0, @5FF459AD, "{@kevin}    Your choice!"
argumentTest|argumentationTest.testArgument.unrelated:1, @9A712862, "{@kevin}    Nope! Try again!"
JobScriptTemplate.template|start:0, @78FEEDB1, "{@kevin}    This is the intro to the [[JOB-NAME]] job!"
JobScriptTemplate.template|end:0, @D00C18DC, "{@kevin}    This is the conclusion to the [[JOB-NAME]] job!"
