Line Name, Code, English
script_job.kelp-shop-welcome.helpGetVisualModel_1, @231BB6FE, "{@guide}    Talk to your uncle. He'll have some items for you!"
script_job.kelp-shop-welcome.helpReturnShip_0, @64FBAA04, "{@player}   So... where do we head now?"
script_job.kelp-shop-welcome.helpReturnShip_1, @65FBAB97, "{@guide}    We need to return to the Helm on the ship."
script_job.kelp-shop-welcome.end_1, @A5EC4B6D, "{@player}  I can't believe Mom's letting me leave the Forested Lagoon... by myself!!"
script_job.kelp-shop-welcome.end_2, @A2EC46B4, "What are the odds??"
script_job.kelp-shop-welcome.end_3, @A3EC4847, "{@guide}   Processing... processing..."
script_job.kelp-shop-welcome.end_4, @A0EC438E, "Your odds of surviving a journey to another research station are 97.2%!"
script_job.kelp-shop-welcome.end_5, @A1EC4521, "{@player}  Um.| Okay, cool.| That was a rhetorical question, but I like the optimism."
script_job.kelp-shop-welcome.end_6, @9EEC4068, "{@player}  So, what now, {nameof @guide}?"
script_job.kelp-shop-welcome.end_7, @9FEC41FB, "{@guide}   Your map has nearly finished updating! Any second now..."
script_job.kelp-shop-welcome.end_21, @FEF3035F, "{@guide} Your map is ready!"
script_job.kelp-shop-welcome.end_27, @FCF30039, "Use the map to view available jobs and travel to different ecosystems."
script_job.kelp-start-refuge.start_0, @947FCFA5, "{@drKelp}\tI'm so happy you're here, Olivia!"
script_job.kelp-start-refuge.start_1, @937FCE12, "Mer would be so thrilled to see us working on this project together."
script_job.kelp-start-refuge.start_2, @927FCC7F, "{@player}   Wait a minute. You mean...?"
script_job.kelp-start-refuge.start_3, @917FCAEC, "{@drKelp}   Sí. I finally have the funding to start Mer's Refuge."
script_job.kelp-start-refuge.start_4, @907FC959, "{@player}   Mom!! ¡Qué chido! We should be celebrating!"
script_job.kelp-start-refuge.start_5, @8F7FC7C6, "{@drKelp}   Well, let's not get ahead of ourselves."
script_job.kelp-start-refuge.start_6, @8E7FC633, "We still need to figure out what conditions would make a good home for both Bull Kelp and Giant Kelp."
script_job.kelp-start-refuge.start_7, @8D7FC4A0, "Your {nameof StressTank} should be able to tell you what environments each type of kelp can handle."
script_job.kelp-start-refuge.start_8, @9C7FDC3D, "{@player}   Okay. I'm on it."
script_job.kelp-start-refuge.helpToExperiment_0, @C8793E78, "{@player}   What should we do next, {nameof @guide}?"
script_job.kelp-start-refuge.helpToExperiment_1, @C979400B, "{@guide}\tYou'll need to use the {nameof StressTank} in the Experiment Room."
script_job.kelp-start-refuge.helpAtExperiment_0, @AF7C3604, "{@player} \tCan you help me out, {nameof @guide}?"
script_job.kelp-start-refuge.helpAtExperiment_1, @B07C3797, "{@guide}\tCertainly, O."
script_job.kelp-start-refuge.helpAtExperiment_2, @B17C392A, "{@guide}    You'll need to see how Bull Kelp and Giant Kelp respond in the {nameof StressTank}."
script_job.kelp-start-refuge.experimentContinue_0, @BF0C9BDB, "{@guide}  \tSuitable work, O!"
script_job.kelp-start-refuge.experimentContinue_1, @BE0C9A48, "{@guide}\tNow you'll need to test the other species of kelp in the stress tank."
script_job.kelp-start-refuge.experimentContinue_2, @C10C9F01, "{@player}   Thanks, {nameof @guide}. One down, one to go!"
script_job.kelp-start-refuge.experimentEnd_0, @89CEEB65, "{@guide}   You have obtained the data your mother requested!"
script_job.kelp-start-refuge.experimentEnd_1, @88CEE9D2, "{@player}   This is so cool. I can't believe the Refuge is actually happening."
script_job.kelp-start-refuge.experimentEnd_2, @87CEE83F, "{@guide}   Yes! According to my calculations, a conservation site like Mer's Refuge has a 23.2% chance of success!"
script_job.kelp-start-refuge.experimentEnd_3, @86CEE6AC, "{@player}  Wait, what? Only 23.2%??"
script_job.kelp-start-refuge.experimentEnd_4, @85CEE519, "{@player}  Mom's super smart, and she's got science on her side! You must be glitching, {nameof @guide}."
script_job.kelp-start-refuge.experimentEnd_5, @84CEE386, "{@player}  But don't worry, you're still the best A.I. around."
script_job.kelp-start-refuge.experimentEnd_6, @83CEE1F3, "Vámonos. Time to report back!"
script_job.kelp-start-refuge.catchGetBullKelpStress_0, @D97B9491, "{@player}   What now, {nameof @guide}?"
script_job.kelp-start-refuge.catchGetBullKelpStress_1, @D87B92FE, "{@guide}   \tDrop some {nameof BullKelp} into the Stress Tank and adjust the dials."
script_job.kelp-start-refuge.catchGetGiantKelpStress_0, @84563037, "{@player}   What now, {nameof @guide}?"
script_job.kelp-start-refuge.catchGetGiantKelpStress_1, @83562EA4, "{@guide}\tDrop some {nameof GiantKelp} into the Stress Tank and adjust the dials."
script_job.kelp-start-refuge.catchArgueSite_0, @DE1B796D, "{@guide}    Use your data to tell {@drKelp} which site would make a suitable refuge!"
script_job.kelp-start-refuge.argue.chooseClaim_1, @7D882975, "{@drKelp}\tOkay, Olivia, let's choose our site!"
script_job.kelp-start-refuge.argue.chooseClaim_2, @7A8824BC, "I've already narrowed it down to three possible sites."
script_job.kelp-start-refuge.argue.chooseClaim_3, @7B88264F, "Which bay is ideal for establishing Mer's Refuge?"
script_job.kelp-start-refuge.argue.chooseClaim_4, @78882196, "Potential Site 1 (Temp 2°C; Light 60%)"
script_job.kelp-start-refuge.argue.chooseClaim_5, @79882329, "Potential Site 2 (Temp 20°C; Light 100%)"
script_job.kelp-start-refuge.argue.chooseClaim_6, @76881E70, "Potential Site 3 (Temp 13°C; Light 100%)"
script_job.kelp-start-refuge.argue.chooseClaim_7, @77882003, "Let me get back to you"
script_job.kelp-start-refuge.argue.site1_0, @D3D44347, "{@drKelp}\tHmmmm..."
script_job.kelp-start-refuge.argue.site1_1, @D2D441B4, "I don't think this site will work out."
script_job.kelp-start-refuge.argue.site1_2, @D5D4466D, "According to your data, this is way too cold for the Giant Kelp."
script_job.kelp-start-refuge.argue.site2_0, @040C4246, "{@drKelp}\tI'm not sure about this site, Olivia."
script_job.kelp-start-refuge.argue.site2_1, @050C43D9, "There's plenty of light, but the water temperature is too high."
script_job.kelp-start-refuge.argue.site2_2, @020C3F20, "The Bull Kelp would boil here!"
script_job.kelp-start-refuge.argue.site3_0, @298355D1, "{@drKelp}\tHmmm. Not too hot or too cold, plenty of light..."
script_job.kelp-start-refuge.argue.site3_1, @2883543E, "This site could work!"
script_job.kelp-start-refuge.argue.site3_2, @278352AB, "What are the relevant stress ranges for the Bull Kelp and Giant Kelp?"
script_job.kelp-start-refuge.argue.defendClaim_3, @0CA437FC, "Present facts from AQOS"
script_job.kelp-start-refuge.argue.defendClaim_6, @09A43343, "Let me get back to you"
script_job.kelp-start-refuge.argue.correctFacts_1, @5E03F0FB, "{@drKelp} ¡Qué fantástico!"
script_job.kelp-start-refuge.argue.correctFacts_2, @5F03F28E, "According to your data, Site 3 will make a wonderful home for both types of kelp!"
script_job.kelp-start-refuge.argue.correctFacts_3, @6003F421, "{@player}  Yes!!"
script_job.kelp-start-refuge.argue.correctFacts_4, @6103F5B4, "Now can we celebrate?"
script_job.kelp-start-refuge.argue.correctFacts_5, @6203F747, "{@drKelp}  I suppose so. This data looks incredibly promising."
script_job.kelp-start-refuge.argue.correctFacts_6, @6303F8DA, "And I do have a recipe for spicy kelp rolls I've wanting to try..."
script_job.kelp-start-refuge.argue.incorrectFacts_0, @C099CB87, "{@drKelp} That doesn't look right. We need to be sure that the light and temperature work for both Giant Kelp and Bull Kelp."
script_job.kelp-start-refuge.argue.giveUp_0, @EF666B59, "{@drKelp} Okay, Sweetie. Get back to me when you're ready."
script_job.kelp-urchin-barren-predict.start_0, @9CA1EC00, "{@drKelp}  I'm glad you're back, Olivia!"
script_job.kelp-urchin-barren-predict.start_1, @9DA1ED93, "Your visual model of Site B has been incredibly helpful."
script_job.kelp-urchin-barren-predict.start_2, @9EA1EF26, "{@player}   Really?? Is the ecosystem doing any better?"
script_job.kelp-urchin-barren-predict.start_3, @9FA1F0B9, "{@drKelp}   Well... not yet. It looks like Site B is what scientists call an Urchin Barren..."
script_job.kelp-urchin-barren-predict.start_4, @A0A1F24C, "{@drKelp}   Lots of urchins, and not much else."
script_job.kelp-urchin-barren-predict.start_5, @A1A1F3DF, "{@drKelp}   I just finished compiling the rates for the eating rules in your model."
script_job.kelp-urchin-barren-predict.start_6, @A2A1F572, "Now we can use your model to simulate what will happen at Site B if we don't intervene."
script_job.kelp-urchin-barren-predict.start_7, @A3A1F705, "Use the {nameof Modeling} on your ship to get started."
script_job.kelp-urchin-barren-predict.start_8, @A4A1F898, "{@drKelp}   Oh, and let me know if any bull kelp snags on your sub!"
script_job.kelp-urchin-barren-predict.start_9, @A5A1FA2B, "{@drKelp}   I was thinking I could whip up some kelp cookies between my next two meetings."
script_job.kelp-urchin-barren-predict.start_10, @C8E91799, "{@player}   Mom! Aren't you busy enough?"
script_job.kelp-urchin-barren-predict.start_11, @C7E91606, "{@drKelp}   Okay, okay. It was just a thought."
script_job.kelp-urchin-barren-predict.WhereToGoHelp_0, @7A086773, "{@player} \tOkay, {nameof @guide}. Where to?"
script_job.kelp-urchin-barren-predict.WhereToGoHelp_1, @790865E0, "{@guide}\tHead to the surface and use your {nameof Modeling}!"
script_job.kelp-urchin-barren-predict.ModelingIntro_0, @7384C437, "{@guide}   Last time, you observed that {pluralnameof Urchin} eat {critter-name}Kelp{/critter-name}."
script_job.kelp-urchin-barren-predict.ModelingIntro_1, @7284C2A4, "And you also observed that {pluralnameof SeaOtter} eat {pluralnameof Urchin}."
script_job.kelp-urchin-barren-predict.ModelingIntro_2, @7584C75D, "Go ahead and re-open your Visual Model for site B."
script_job.kelp-urchin-barren-predict.ModelingSetup-Wrong_0, @FEFC3E58, "{@guide}   This isn't the right ecosystem, O."
script_job.kelp-urchin-barren-predict.ModelingSetup-Wrong_1, @FFFC3FEB, "Head back to the {h}Ecosystem{/h} tab and select the {nameof UrchinBarren}."
script_job.kelp-urchin-barren-predict.ModelingSetup-WrongHelp_0, @A0134DA3, "{@player}   What now, {nameof @guide}?"
script_job.kelp-urchin-barren-predict.ModelingSetup-WrongHelp_1, @9F134C10, "{@guide}    You need to open the {nameof UrchinBarren} {h}Ecosystem{/h}."
script_job.kelp-urchin-barren-predict.ModelingSetupPhase_0, @1D697249, "{@guide}    You've already used the eating rules you gathered to create a {h}Food Web{/h}."
script_job.kelp-urchin-barren-predict.ModelingSetupPhase_1, @1C6970B6, "With rates to go along with these rules, you can do more than create a model."
script_job.kelp-urchin-barren-predict.ModelingSetupPhase_2, @1B696F23, "You can use your whiteboard to {h}simulate ecosystems{/h}!"
script_job.kelp-urchin-barren-predict.ModelingSetupPhase_4, @21697895, "Currently uploading the missing data... done!"
script_job.kelp-urchin-barren-predict.ModelingSetupPhase_14, @3BFC1CA6, "{@guide}    The simulator requires numerical rates for the facts you gathered."
script_job.kelp-urchin-barren-predict.ModelingSetupPhase_15, @3CFC1E39, "Normally you will use the {nameof MeasurementTank} to determine rates."
script_job.kelp-urchin-barren-predict.ModelingSetupPhase_16, @39FC1980, "This time, your mother sent over the missing data!"
script_job.kelp-urchin-barren-predict.ModelingSetupPhase_18, @47FC2F8A, "{@player}   Wow, so much data. This is totally your thing, V."
script_job.kelp-urchin-barren-predict.ModelingSetupPhase_19, @48FC311D, "So what's next?"
script_job.kelp-urchin-barren-predict.ModelingSetupPhase_20, @39F9DAE9, "{@guide}    Hit the {h}Import New Facts{/h} button again. Then you can create your simulation!"
script_job.kelp-urchin-barren-predict.ModelingSetupPhase2_0, @45E60C93, "{@guide}    Looks like the simulator is ready for you, O."
script_job.kelp-urchin-barren-predict.ModelingSetupPhase2_1, @44E60B00, "Hit the {h}Describe{/h} button on top to get started!"
script_job.kelp-urchin-barren-predict.ModelHelp1.A_0, @F3DD27C2, "{@player} \tWhat should I do next, {nameof @guide}?"
script_job.kelp-urchin-barren-predict.ModelHelp1.A_1, @F4DD2955, "{@guide}\tUse the {h}Import New Facts{/h} button to add the behaviors you've noticed so far."
script_job.kelp-urchin-barren-predict.ModelHelp1.B_0, @A3A4F663, "{@player} \tWhat should I do next?"
script_job.kelp-urchin-barren-predict.ModelHelp1.B_1, @A2A4F4D0, "{@guide}\tYou've received some new facts to add to your model."
script_job.kelp-urchin-barren-predict.ModelHelp1.B_2, @A5A4F989, "Time to get those imported!"
script_job.kelp-urchin-barren-predict.ModelHelp1.C_0, @1E2D4BB8, "{@player} \tOkay, what now?"
script_job.kelp-urchin-barren-predict.ModelHelp1.C_1, @1F2D4D4B, "{@guide}\tYou have imported everything you'll need."
script_job.kelp-urchin-barren-predict.ModelHelp1.C_2, @202D4EDE, "It's time to start up the simulator with the {h}Describe{/h} button on the top!"
script_job.kelp-urchin-barren-predict.GetSync_0, @84D1D6C7, "{@guide}\tGood news, O! It appears that your mother is sending over the missing data we'll need!"
script_job.kelp-urchin-barren-predict.GetSync_10, @8752554C, "{@guide}   The simulator requires numerical rates for the facts you gathered."
script_job.kelp-urchin-barren-predict.GetSync_11, @885256DF, "Normally you will use the {nameof MeasurementTank} to determine rates."
script_job.kelp-urchin-barren-predict.GetSync_12, @89525872, "This time, we already have them on hand!"
script_job.kelp-urchin-barren-predict.GetSync_13, @8A525A05, "Use the {h}Visualize{/h} tab to {h}Import New Facts{/h}, then return here."
script_job.kelp-urchin-barren-predict.ModelHelp2_0, @64F8D532, "{@player} \tWhat should I do next?"
script_job.kelp-urchin-barren-predict.ModelHelp2_1, @65F8D6C5, "{@guide}\tRun the simulation with the {h}Simulate{/h} button!"
script_job.kelp-urchin-barren-predict.ModelSynced_0, @FD56844F, "{@guide}   Ah! Look at all this wonderful data!"
script_job.kelp-urchin-barren-predict.ModelSynced_1, @FC5682BC, "{@player}  Aww, {nameof @guide}. Now I know what to get you for your birthday."
script_job.kelp-urchin-barren-predict.ModelSynced_2, @FF568775, "{@player}  So what next?"
script_job.kelp-urchin-barren-predict.ModelSynced_3, @FE5685E2, "{@guide}   The model's output is lining up with actual past population data."
script_job.kelp-urchin-barren-predict.ModelSynced_4, @F9567E03, "That means you've created a useful model!"
script_job.kelp-urchin-barren-predict.ModelSynced_5, @F8567C70, "Now you must see what it predicts will happen next. Use the {h}Predict{/h} tab!"
script_job.kelp-urchin-barren-predict.ModelHelp3_0, @89D217FD, "{@player} \tWhat should I do next?"
script_job.kelp-urchin-barren-predict.ModelHelp3_1, @88D2166A, "{@guide}\tUse the {h}Run Prediction{/h} button to create your simulation!"
script_job.kelp-urchin-barren-predict.ModelingGraphComplete_0, @FF7ED31A, "{@guide}   Satisfactory work, O! You just created a Prediction Model."
script_job.kelp-urchin-barren-predict.ModelingGraphComplete_3, @FE7ED187, "{@guide}    According to your data, it looks like the {pluralnameof GiantKelp} and {pluralnameof Urchin} will stay at a low level."
script_job.kelp-urchin-barren-predict.ModelingGraphComplete_4, @FB7ECCCE, "{@player}   Yeah. And no otters at all."
script_job.kelp-urchin-barren-predict.ModelingGraphComplete_5, @FC7ECE61, "I think this ecosystem is in trouble, {nameof @guide}."
script_job.kelp-urchin-barren-predict.helpReportBack_1, @A3EE11F7, "{@player}   What now, {nameof @guide}?"
script_job.kelp-urchin-barren-predict.helpReportBack_2, @A4EE138A, "{@guide}    Report your findings to {nameof @drKelp}!"
script_job.kelp-urchin-barren-predict.helpReportBack_4, @9EEE0A18, "{@player}   What should I do now?"
script_job.kelp-urchin-barren-predict.helpReportBack_5, @9FEE0BAB, "{@guide}    Report your findings to {nameof @drKelp}."
script_job.kelp-urchin-barren-predict.helpReportBack_7, @A1EE0ED1, "{@player} \tWhat should I do now?"
script_job.kelp-urchin-barren-predict.helpReportBack_8, @9AEE03CC, "{@guide}\tYou've completed your task."
script_job.kelp-urchin-barren-predict.helpReportBack_9, @9BEE055F, "Now you need to report back to your mother at the {map-name}research station{/map-name}!"
script_job.kelp-urchin-barren-predict.modelSuggestions_2, @4E19E126, "{@guide}    You're done with this portion! Head to the {h}Describe{/h} tab next."
script_job.kelp-urchin-barren-predict.modelSuggestions_4, @5019E44C, "{@guide}    Once you import your facts and save the Visual model, we should be good to make our Describe model!"
script_job.kelp-urchin-barren-predict.modelSuggestions_8, @5419EA98, "{@guide}    Time to try out your model in the {h}Intervene{/h} tab."
script_job.kelp-urchin-barren-predict.modelSuggestions_10, @02BB0D99, "{@guide}    Seems like we don't have enough information to complete our model accurately."
script_job.kelp-urchin-barren-predict.modelSuggestions_11, @01BB0C06, "Look for {h}question marks{/h} in the  Visual model interface, those point to where we may need more data."
script_job.kelp-urchin-barren-predict.suggestReproduce_0, @1B37B85B, "{@guide}    Did you get all the reproduction rates?"
script_job.kelp-urchin-barren-predict.suggestObserve_0, @FECE3C60, "{@guide}    Are you sure you have observed all the interactions here?"
script_job.kelp-urchin-barren-predict.suggestMeasure_0, @7368B8E0, "{@guide}    You may need to measure the rates of interactions."
script_job.kelp-urchin-barren-predict.catchPredictSiteB_0, @0C5EBD67, "{@guide}   \tHead to the Modeling Lab and generate a Prediction Model."
script_job.kelp-urchin-barren-predict.catchReportBack_0, @0BB35492, "{@guide}\tLet's head back to the {m}research station{/m} and tell {nameof @drKelp} what we found."
script_job.kelp-urchin-barren-predict.argue.hello_0, @336BD9D4, "{@drKelp}    Perfect timing, Olivia!"
script_job.kelp-urchin-barren-predict.argue.hello_1, @346BDB67, "I just made some fried kelp chips, if you'd like to help taste-test."
script_job.kelp-urchin-barren-predict.argue.hello_2, @356BDCFA, "{@player}   Um, maybe later, Mom. The job, and everything..."
script_job.kelp-urchin-barren-predict.argue.hello_3, @366BDE8D, "{@drKelp}   Oh, yes! What did your Prediction Model show about the {nameof GiantKelp} population?"
script_job.kelp-urchin-barren-predict.argue.chooseFacts_4, @49528694, "Present facts from AQOS"
script_job.kelp-urchin-barren-predict.argue.chooseFacts_7, @4C528B4D, "Let me get back to you"
script_job.kelp-urchin-barren-predict.argue.unrelated_1, @DB4942A5, "{@drKelp}    Do you have a model that predicts what's going to happen at Site B?"
script_job.kelp-urchin-barren-predict.argue.unrelated_4, @D6493AC6, "{@drKelp}  Is something eating the {nameof GiantKelp}?"
script_job.kelp-urchin-barren-predict.argue.unrelated_6, @D44937A0, "{@drKelp}  That doesn't seem right, Sweetie. Try again."
script_job.kelp-urchin-barren-predict.argue.giveUp_0, @48568D8E, "{@drKelp}    Okay, Mija. Get back to me when you're ready."
script_job.kelp-urchin-barren-predict.argue.done_1, @0F0FB131, "{@drKelp}   Well. That's interesting."
script_job.kelp-urchin-barren-predict.argue.done_2, @0C0FAC78, "{@player}   Interesting?? Mom, Site B is doomed!"
script_job.kelp-urchin-barren-predict.argue.done_3, @0D0FAE0B, "{@player}  What happened to all the kelp? What if it's contagious?"
script_job.kelp-urchin-barren-predict.argue.done_4, @120FB5EA, "{@player}   We'll never be able to create Mer's Refuge when whole ecosystems are dying."
script_job.kelp-urchin-barren-predict.argue.done_5, @130FB77D, "{@drKelp}   Slow down, Olivia. I've got one more job for you."
script_job.kelp-urchin-barren.start_0, @D093EE00, "{@drKelp}   Wonderful, Olivia! Now that you've got a {nameof ProbeHacker}, we can make some progress at Site B."
script_job.kelp-urchin-barren.start_1, @D193EF93, "{@player}   Site B? Isn't that where Sam and I--"
script_job.kelp-urchin-barren.start_2, @D293F126, "{@drKelp}   Crashed that old sub? Don't worry, Sweetie. {nameof @guide} will be right there with you."
script_job.kelp-urchin-barren.start_3, @D393F2B9, "{@player}   I'm not worried. But... Mom, Site B looked pretty empty."
script_job.kelp-urchin-barren.start_4, @D493F44C, "{@drKelp}   That's why I need you there, Sweetie."
script_job.kelp-urchin-barren.start_5, @D593F5DF, "Something's wrong at Site B. The kelp has been disappearing."
script_job.kelp-urchin-barren.start_6, @D693F772, "If all of the kelp vanish, nothing will be able to survive there."
script_job.kelp-urchin-barren.start_7, @D793F905, "{@player}   Oh no. That's awful!"
script_job.kelp-urchin-barren.start_8, @D893FA98, "{@player}   But we're scientists. We can fix it, right?"
script_job.kelp-urchin-barren.start_9, @D993FC2B, "{@drKelp}   I hope so, Mija. Start by counting the current populations."
script_job.kelp-urchin-barren.start_10, @8EE23D99, "{nameof @guide} will guide you from there."
script_job.kelp-urchin-barren.diveSite_0, @71B0469B, "{@player}It's so strange down here."
script_job.kelp-urchin-barren.diveSite_1, @70B04508, "{@guide} Yes. Something is clearly off balance in this ecosystem."
script_job.kelp-urchin-barren.diveSite_2, @73B049C1, "{@guide} My sensors indicate that you are experiencing stress, O."
script_job.kelp-urchin-barren.diveSite_3, @72B0482E, "{@player} It's just... Sam and I sneaked out here last year to explore."
script_job.kelp-urchin-barren.diveSite_4, @75B04CE7, "{@player} It didn't end super well."
script_job.kelp-urchin-barren.diveSite_5, @74B04B54, "{@guide} Ah. Perhaps I can ease your mind."
script_job.kelp-urchin-barren.diveSite_6, @77B0500D, "{@guide} The probability of crashing at the same dive site twice is only 8.2%!"
script_job.kelp-urchin-barren.diveSite_7, @76B04E7A, "{@player} Thanks, {nameof @guide}. That's... sort of comforting, I guess."
script_job.kelp-urchin-barren.helpGoOutside_0, @628D76C8, "{@player}   What now, {nameof @guide}?"
script_job.kelp-urchin-barren.helpGoOutside_1, @638D785B, "{@guide}\tYou need to head to {h}Site B{/h}."
script_job.kelp-urchin-barren.helpGoToSiteB_0, @8712985F, "{@player} \tOkay, {nameof @guide}. What now?"
script_job.kelp-urchin-barren.helpGoToSiteB_1, @861296CC, "{@guide}\t{h}Site B{/h} should be at the southwest buoy."
script_job.kelp-urchin-barren.helpGoToSiteB_2, @89129B85, "Navigate to the site and dive down in your sub!"
script_job.kelp-urchin-barren.helpAtSiteB.A_0, @BEA5F1F0, "{@player} \tOk, here we are. What now?"
script_job.kelp-urchin-barren.helpAtSiteB.A_1, @BFA5F383, "{@guide}    According to your task list in AQOS, you'll need to count all the organisms here."
script_job.kelp-urchin-barren.helpAtSiteB.A_3, @C1A5F6A9, "{@guide}    Can you find any {pluralnameof Urchin} here?"
script_job.kelp-urchin-barren.helpAtSiteB.A_5, @C3A5F9CF, "{@guide}    You haven't found all the {pluralnameof Urchin} yet."
script_job.kelp-urchin-barren.helpAtSiteB.A_7, @C5A5FCF5, "{@guide}    Can you find any {pluralnameof GiantKelp} here?"
script_job.kelp-urchin-barren.helpAtSiteB.A_9, @C7A6001B, "{@guide}    You still need to count the rest of the {pluralnameof GiantKelp}."
script_job.kelp-urchin-barren.countedCurrentPopulations_0, @EA8B4D95, "{@player}\tOkay, we've got the current population count."
script_job.kelp-urchin-barren.countedCurrentPopulations_1, @E98B4C02, "That's a LOT of urchins."
script_job.kelp-urchin-barren.helpAtSiteB.B_0, @BB0A1605, "{@player}   What should I do next?"
script_job.kelp-urchin-barren.helpAtSiteB.B_1, @BA0A1472, "{@guide}    Look for the {h}Historic Population Probe{/h}."
script_job.kelp-urchin-barren.gotHistoricalPopulations_0, @F6543A18, "{@guide}\tAh, more data!! My favorite."
script_job.kelp-urchin-barren.gotHistoricalPopulations_1, @F7543BAB, "{@player}   Hmm. Looks like the urchins have been taking over for a while."
script_job.kelp-urchin-barren.gotHistoricalPopulations_2, @F8543D3E, "But why?"
script_job.kelp-urchin-barren.gotHistoricalPopulations_3, @F9543ED1, "{@guide}    I'm not sure, O."
script_job.kelp-urchin-barren.gotHistoricalPopulations_4, @FA544064, "{@guide}    You'll need to head back to your ship and interpret this data."
script_job.kelp-urchin-barren.gotHistoricalPopulations_7, @FD54451D, "{@guide}    But first, let's wrap up counting organism populations here."
script_job.kelp-urchin-barren.helpBackToShip_0, @DF691515, "{@player} \tWhat now, {nameof @guide}?"
script_job.kelp-urchin-barren.helpBackToShip_1, @DE691382, "{@guide}\tYou need to return to your ship."
script_job.kelp-urchin-barren.helpToModeling_0, @29507CDB, "{@player} \tWhat now, {nameof @guide}?"
script_job.kelp-urchin-barren.helpToModeling_1, @28507B48, "{@guide}\tHead to your {nameof Modeling} in the {nameof Modeling}."
script_job.kelp-urchin-barren.atShip_0, @F63E7565, "{@player} Phew. We made it back!"
script_job.kelp-urchin-barren.atShip_1, @F53E73D2, "Um... not that I was worried, or anything."
script_job.kelp-urchin-barren.atShip_2, @F43E723F, "What now, {nameof @guide}?"
script_job.kelp-urchin-barren.atShip_3, @F33E70AC, "{@guide}  You must create a food web model to help explain the vanishing kelp."
script_job.kelp-urchin-barren.atShip_4, @F23E6F19, "Head to your {nameof Modeling} in the {nameof Modeling}!"
script_job.kelp-urchin-barren.helpGoToModeling_0, @10549E1D, "{@player} \tCan you remind me where to go, {nameof @guide}?"
script_job.kelp-urchin-barren.helpGoToModeling_1, @0F549C8A, "{@guide}\tCertainly, O. Head to the {nameof Modeling}."
script_job.kelp-urchin-barren.helpGoToModeling.inModelingFoyer_0, @747D820A, "{@player} \tOkay, {nameof @guide}. What do we do from here?"
script_job.kelp-urchin-barren.helpGoToModeling.inModelingFoyer_1, @757D839D, "{@guide}\tLet's look at the computer in front of you."
script_job.kelp-urchin-barren.helpGoToModeling.inModeling_0, @2F8203CF, "{@player} \tOkay, {nameof @guide}. What do we do from here?"
script_job.kelp-urchin-barren.helpGoToModeling.inModeling_1, @2E82023C, "{@guide}\tYou must use your {nameof Modeling} to create a Food Web Model!"
script_job.kelp-urchin-barren.ModelingSetup-Wrong_0, @D45A7058, "{@guide}    This isn't the right ecosystem, O."
script_job.kelp-urchin-barren.ModelingSetup-Wrong_1, @D55A71EB, "Head back to the {h}Ecosystem{/h} tab and select the {nameof UrchinBarren}."
script_job.kelp-urchin-barren.ModelingSetup-WrongHelp_0, @91A29FA3, "{@player}   What now, {nameof @guide}?"
script_job.kelp-urchin-barren.ModelingSetup-WrongHelp_1, @90A29E10, "{@guide}    You need to open the {nameof UrchinBarren} {h}Ecosystem{/h}."
script_job.kelp-urchin-barren.ModelingSetupPhase2_0, @1B443E93, "{@guide}  Adequate work, O!"
script_job.kelp-urchin-barren.ModelingSetupPhase2_1, @1A443D00, "Time to report back to your mother and tell her what you found."
script_job.kelp-urchin-barren.helpReportBack_1, @0425F7F7, "{@player}   What now, {nameof @guide}?"
script_job.kelp-urchin-barren.helpReportBack_2, @0525F98A, "{@guide}    Report your findings to {nameof @drKelp}."
script_job.kelp-urchin-barren.helpReportBack_4, @FF25F018, "{@player}   What should I do now?"
script_job.kelp-urchin-barren.helpReportBack_5, @0025F1AB, "{@guide}    Report your findings to {nameof @drKelp} at the {m}research station{/m}."
script_job.kelp-urchin-barren.helpReportBack_7, @0225F4D1, "{@player} \tWhat should I do now?"
script_job.kelp-urchin-barren.helpReportBack_8, @FB25E9CC, "{@guide}\tYou've completed the modeling, so it's time to report back to your mother."
script_job.kelp-urchin-barren.helpReportBack_9, @FC25EB5F, "You'll need to report to the {map-name}research station{/map-name}."
script_job.kelp-urchin-barren.catchGoToSiteB_0, @32C3DFC5, "{@guide}    Head to Site B to discover any new species."
script_job.kelp-urchin-barren.catchGetProbeData_0, @E6A55715, "{@guide}    Find the populations probe and scan it."
script_job.kelp-urchin-barren.catchGetTagged_0, @EE70A553, "{@guide}    Count all the populations at Site B."
script_job.kelp-urchin-barren.catchVisualSiteB_0, @7E536FD4, "{@guide}    Create a Visual Model of Site B."
script_job.kelp-urchin-barren.catchReportBack_0, @83B26692, "{@guide}    Talk to {nameof drKelp} at the {m}research station{/m}."
script_job.kelp-urchin-barren.argue.hello_0, @E3BDCBD4, "{@drKelp}   Wonderful! So how did it go, Mija?"
script_job.kelp-urchin-barren.argue.hello_1, @E4BDCD67, "Did you build a model of the food web at Site B?"
script_job.kelp-urchin-barren.argue.hello_2, @E5BDCEFA, "Yep, got it right here!"
script_job.kelp-urchin-barren.argue.hello_3, @E6BDD08D, "Let me get back to you"
script_job.kelp-urchin-barren.argue.chooseFacts_4, @3384E894, "Present facts from AQOS"
script_job.kelp-urchin-barren.argue.chooseFacts_7, @3684ED4D, "Let me get back to you"
script_job.kelp-urchin-barren.argue.barrenModel_3, @C8DB0F02, "{@drKelp}   Hmmm. This doesn't look complete."
